"We can't save the address.","No se puede guardar la dirección.",module,Magento_Customer
"No customer ID defined.","Ningún ID de cliente definido.",module,Magento_Customer
"Please correct the quote items and try again.","Por favor, corrija los campos de cita y vuelve a intentarlo.",module,Magento_Customer
"You have revoked the customer's tokens.","Revocaste los tokens del cliente.",module,Magento_Customer
"We can't find a customer to revoke.","No se puede encontrar un cliente para revocar.",module,Magento_Customer
"Something went wrong while saving file.","Algo salió mal al guardar el archivo.",module,Magento_Customer
"You deleted the customer group.","Ha eliminado el grupo de clientes.",module,Magento_Customer
"The customer group no longer exists.","El grupo de clientes, ya no existe.",module,Magento_Customer
"Customers","Clientes",module,Magento_Customer
"New Group","Nuevo grupo",module,Magento_Customer
"New Customer Groups","Nuevos grupos de clientes",module,Magento_Customer
"Edit Group","Editar grupo",module,Magento_Customer
"Edit Customer Groups","Editar grupos del cliente",module,Magento_Customer
"You saved the customer group.","Guardaste el grupo de clientes.",module,Magento_Customer
"Please select customer(s).","Bitte wählen Sie entsprechende Kunden aus.",module,Magento_Customer
"Customer could not be deleted.","No se pudo eliminar al cliente.",module,Magento_Customer
"You deleted the customer.","Ha eliminado el cliente.",module,Magento_Customer
"Something went wrong while editing the customer.","Algo salió mal durante la edición del cliente.",module,Magento_Customer
"Manage Customers","Gestionar clientes",module,Magento_Customer
"Please correct the data sent.","Por favor, corrija los datos enviados.",module,Magento_Customer
"A total of %1 record(s) were updated.","Un total de %1 registro(s) fueron actualizados.",module,Magento_Customer
"A total of %1 record(s) were deleted.","Un total de %1 registro(s) fueron eliminados.",module,Magento_Customer
"The customer will receive an email with a link to reset password.","El cliente recibirá un correo electrónico con un enlace para restablecer contraseña.",module,Magento_Customer
"Something went wrong while resetting customer password.","Algo salió mal al restablecer la contraseña de cliente.",module,Magento_Customer
"You saved the customer.","Ha guardado el cliente.",module,Magento_Customer
"Something went wrong while saving the customer.","Algo salió mal al guardar el cliente.",module,Magento_Customer
"Page not found.","Página no encontrada.",module,Magento_Customer
"Customer has been unlocked successfully.","Cliente ha sido desbloqueado con éxito.",module,Magento_Customer
"Online Customers","Clientes en línea",module,Magento_Customer
"Customers Now Online","Los clientes ahora en línea",module,Magento_Customer
"Please define Wish List item ID.","Defina el ID del artículo de la Lista de Deseos.",module,Magento_Customer
"Please load Wish List item.","Por favor cargar elemento de la lista de deseos.",module,Magento_Customer
"Login successful.","Inicio de sesión exitoso.",module,Magento_Customer
"Invalid login or password.","Clave o usuario inválido.",module,Magento_Customer
"""%1"" section source is not supported","no se admite la fuente de la sección ""%1""",module,Magento_Customer
"%1 doesn't extend \Magento\Customer\CustomerData\SectionSourceInterface","%1 no extiende a \Magento\Customer\CustomerData\SectionSourceInterface",module,Magento_Customer
"No confirmation needed.","No se necesita la confirmación.",module,Magento_Customer
"Account already active","Cuenta ya activa",module,Magento_Customer
"Invalid confirmation token","Token de confirmación no válido",module,Magento_Customer
"The account is locked.","Tu cuenta está bloqueada.",module,Magento_Customer
"This account is not confirmed.","Esta cuenta no está confirmada.",module,Magento_Customer
"Invalid value of ""%value"" provided for the %fieldName field. Possible values: %template1 or %template2.","Valor no válido de ""%value"" para el campo %fieldName. Valores posibles:%template1 o %template2.",module,Magento_Customer
"Please enter a password with at most %1 characters.","Por favor, introduzca una contraseña con un máximo de 1% caracteres.",module,Magento_Customer
"Please enter a password with at least %1 characters.","Por favor, introduzca una contraseña con al menos %1 caracteres.",module,Magento_Customer
"The password can't begin or end with a space.","La contraseña no puede comenzar ni terminar con un espacio.",module,Magento_Customer
"Minimum of different classes of characters in password is %1. Classes of characters: Lower Case, Upper Case, Digits, Special Characters.","Mínimo de las diferentes clases de caracteres en la contraseña es %1. Las clases de caracteres son: minúsculas, mayúsculas, números, caracteres especiales.",module,Magento_Customer
"Password cannot be the same as email address.","La contraseña no puede ser la misma que la dirección de correo electrónico.",module,Magento_Customer
"This customer already exists in this store.","Este cliente ya existe en esta tienda.",module,Magento_Customer
"A customer with the same email already exists in an associated website.","Un cliente con el mismo correo electrónico ya existe en un sitio web asociado.",module,Magento_Customer
"Invalid value of ""%value"" provided for the %fieldName field.","El valor de ""%value"" no es válido para el campo %fieldName.",module,Magento_Customer
"%fieldName is a required field.","%fieldName es un campo obligatorio.",module,Magento_Customer
"Reset password token mismatch.","El Token para restablecer contraseña no coincide.",module,Magento_Customer
"Reset password token expired.","El Token para restablecer contraseña caducó.",module,Magento_Customer
"Please correct the transactional account email type.","Por favor, corrija el tipo de cuenta de correo electrónico transaccional.",module,Magento_Customer
"""%1"" is a required value.","""%1"" es un valor necesario.",module,Magento_Customer
"Global","General",module,Magento_Customer
"Per Website","Por sitio web",module,Magento_Customer
"We can't share customer accounts globally when the accounts share identical email addresses on more than one website.","No podemos compartir cuentas de clientes a nivel global cuando las cuentas comparten direcciones de correo electrónico idénticos en más de una página web.",module,Magento_Customer
"Billing Address","Dirección de facturación",module,Magento_Customer
"Shipping Address","Dirección de envío",module,Magento_Customer
"-- Please Select --","--Seleccione--",module,Magento_Customer
"Please enter a valid password reset token.","Introduzca un token para restablecer contraseña válido.",module,Magento_Customer
"The password can not begin or end with a space.","La contraseña no puede comenzar ni terminar con un espacio.",module,Magento_Customer
"Admin","Administrar",module,Magento_Customer
"ALL GROUPS","TODOS LOS GRUPOS",module,Magento_Customer
"No such entity with %fieldName = %fieldValue, %field2Name = %field2Value","Sin entidad con %fieldName = %fieldValue, %field2Name = %field2Value",module,Magento_Customer
"File can not be saved to the destination folder.","El archivo no puede guardarse en la carpeta de destino.",module,Magento_Customer
"Unable to create directory %1.","No se puede crear el directorio: %1.",module,Magento_Customer
"Destination folder is not writable or does not exists.","La carpeta de destino no existe o no se puede escribir en ella.",module,Magento_Customer
"Something went wrong while saving the file.","Algo salió mal al guardar el archivo.",module,Magento_Customer
"Attribute object is undefined","Objeto de campo indefinido",module,Magento_Customer
"""%1"" invalid type entered.","""%1"" tipo introducido inválido.",module,Magento_Customer
"""%1"" contains non-alphabetic or non-numeric characters.","""%1"" contiene caracteres que no son números ni letras.",module,Magento_Customer
"""%1"" is an empty string.","""%1"" es una cadena vacía.",module,Magento_Customer
"""%1"" contains non-numeric characters.","""%1"" contiene caracteres no numéricos.",module,Magento_Customer
"""%1"" contains non-alphabetic characters.","""%1"" contiene caracteres no alfabéticos.",module,Magento_Customer
"""%1"" is not a valid email address.","""%1"" no es una dirección válida de email.",module,Magento_Customer
"""%1"" is not a valid hostname.","""%1"" no es un nombre de host válido.",module,Magento_Customer
"""%1"" uses too many characters.","""%1"" utiliza demasiados caracteres.",module,Magento_Customer
"'%value%' looks like an IP address, which is not an acceptable format.","'%value%' se parece a una dirección IP, que no es un formato aceptable.",module,Magento_Customer
"'%value%' looks like a DNS hostname but contains a dash in an invalid position.","'%value%' parece ser un nombre de host DNS, pero contiene un guión en una posición no válida.",module,Magento_Customer
"'%value%' looks like a DNS hostname but we cannot match it against the hostname schema for TLD '%tld%'.","'%value%' parece ser un nombre de host DNS, pero no podemos coincidir con el esquema de nombre de host para TLD '%tld%'.",module,Magento_Customer
"'%value%' looks like a DNS hostname but cannot extract TLD part.","'%value%' como un nombre de host DNS pero no se puede extraer parte TLD.",module,Magento_Customer
"'%value%' does not look like a valid local network name.","'%value%' no parece ser un nombre válido de red local.",module,Magento_Customer
"'%value%' looks like a local network name, which is not an acceptable format.","'%value%' se ve como un nombre de red local, que no es un formato aceptable.",module,Magento_Customer
"'%value%' appears to be a DNS hostname, but the given punycode notation cannot be decoded.","'%value%' parece ser un nombre de servidor DNS pero no se puede descifrar la notación del Punycode introducido.",module,Magento_Customer
"""%1"" is not a valid URL.","""%1"" no es una dirección URL válida.",module,Magento_Customer
"""%1"" is not a valid date.","""%1"" no es una fecha válida.",module,Magento_Customer
"""%1"" does not fit the entered date format.","""%1"" no se ajusta al formato de fecha introducido.",module,Magento_Customer
"Please enter a valid date between %1 and %2 at %3.","Por favor introduzca una fecha válida entre %1 y %2 en %3.",module,Magento_Customer
"Please enter a valid date equal to or greater than %1 at %2.","Por favor introduzca una fecha válida igual o mayor que %1 en %2.",module,Magento_Customer
"Please enter a valid date less than or equal to %1 at %2.","Por favor introduzca una fecha válida menos o igual a %1 en %2.",module,Magento_Customer
"""%1"" is not a valid file extension.","""%1"" no es una extensión de archivo válida.",module,Magento_Customer
"""%1"" is not a valid file.","""%1"" no es un archivo válido.",module,Magento_Customer
"""%1"" exceeds the allowed file size.","""%1"" supera el tamaño de archivo permitido.",module,Magento_Customer
"""%1"" is not a valid image format.","""%1"" no es un formato de imagen válido.",module,Magento_Customer
"""%1"" width exceeds allowed value of %2 px.","""%1"" ancho excede el valor permitido de %2 px.",module,Magento_Customer
"""%1"" height exceeds allowed value of %2 px.","""%1"" altura excede el valor permitido de %2 px.",module,Magento_Customer
"""%1"" length must be equal or greater than %2 characters.","La longitud de ""%1"" debe ser igual o mayor que %2 caracteres.",module,Magento_Customer
"""%1"" length must be equal or less than %2 characters.","La longitud de ""%1"" debe ser igual o menor que %2 caracteres.",module,Magento_Customer
"label","etiqueta",module,Magento_Customer
"Please enter a customer email.","Por favor, introduzca un email de cliente.",module,Magento_Customer
"A customer website ID must be specified when using the website scope.","Un ID de cliente web se debe especificar utilizando el alcance del sitio Web.",module,Magento_Customer
"Customer Group","Grupo del cliente",module,Magento_Customer
"You can't delete group ""%1"".","No se puede eliminar el grupo ""%1"".",module,Magento_Customer
"Customer Group already exists.","Grupo de clientes ya existe.",module,Magento_Customer
"Cannot delete group.","No se puede eliminar el grupo.",module,Magento_Customer
"Error during VAT Number verification.","Error durante la verificación del número VAT.",module,Magento_Customer
"PHP SOAP extension is required.","Se requiere la extensión PHP SOAP",module,Magento_Customer
"VAT Number is valid.","Número de VAT es inválido.",module,Magento_Customer
"Please enter a valid VAT number.","Especifique un número TAX/VAT válido.",module,Magento_Customer
"Your VAT ID was successfully validated.","Su ID de IVA se ha validado correctamente.",module,Magento_Customer
"You will be charged tax.","Se le cargarán los impuestos.",module,Magento_Customer
"You will not be charged tax.","No se le cargarán los impuestos.",module,Magento_Customer
"The VAT ID entered (%1) is not a valid VAT ID.","El ID de IVA introducido (%s) no es un ID de IVA válido.",module,Magento_Customer
"Your Tax ID cannot be validated.","Su ID de impuestos no se ha podido validar.",module,Magento_Customer
"If you believe this is an error, please contact us at %1","Si usted cree que esto es un error, por favor contáctenos en %1",module,Magento_Customer
"No such entity with %fieldName = %fieldValue","No existe la entidad con %fieldName = %fieldValue",module,Magento_Customer
"Male","Masculino",module,Magento_Customer
"Female","Femenino",module,Magento_Customer
"Not Specified","No especificado",module,Magento_Customer
"Thank you for registering with","Gracias por registrarse con",module,Magento_Customer
"enter your billing address for proper VAT calculation","introduzca su dirección de facturación para el adecuado cálculo del IVA",module,Magento_Customer
"enter your shipping address for proper VAT calculation","introduzca su dirección de envío para el adecuado cálculo del IVA",module,Magento_Customer
"Please enter new password.","Por favor, introduzca una nueva contraseña.",module,Magento_Customer
"message","mensaje",module,Magento_Customer
"NoSuchEntityException","NoSuchEntityException",module,Magento_Customer
"Exception","Excepción",module,Magento_Customer
"InputException.","InputException.",module,Magento_Customer
"InputException","InputException",module,Magento_Customer
"Exception message","Mensaje de excepción",module,Magento_Customer
"Validator Exception","Excepción de validador",module,Magento_Customer
"Localized Exception","Excepción localizada",module,Magento_Customer
"some error","algún error",module,Magento_Customer
"frontend_label","frontend_label",module,Magento_Customer
"NOT LOGGED IN","NO CONECTADO",module,Magento_Customer
"Please enter the state/province.","Por favor, introduzca el estado/provincia.",module,Magento_Customer
"region is a required field.","región es un campo obligatorio.",module,Magento_Customer
"regionId is a required field.","regionId es un campo obligatorio.",module,Magento_Customer
"Label","Etiqueta",module,Magento_Customer
"Select...","Seleccionar...",module,Magento_Customer
"Edit","Editar",module,Magento_Customer
"Visitor","Visitante",module,Magento_Customer
"Customer","Cliente",module,Magento_Customer
"No item specified.","No se especificó artículo.",module,Magento_Customer
"Are you sure you want to remove this item?","¿Está seguro que desea eliminar este artículo?",module,Magento_Customer
"Personal Information","Información Personal",module,Magento_Customer
"Last Logged In:","Último inicio de sesión:",module,Magento_Customer
"Last Logged In (%1):","Última sesión iniciada (%1):",module,Magento_Customer
"Account Lock:","Bloqueo de cuenta:",module,Magento_Customer
"Confirmed email:","Email confirmado:",module,Magento_Customer
"Account Created:","Cuenta creada:",module,Magento_Customer
"Account Created on (%1):","Cuenta creada en (%1):",module,Magento_Customer
"Account Created in:","Cuenta creada en:",module,Magento_Customer
"Customer Group:","Grupo de cliente:",module,Magento_Customer
"Default Billing Address","Dirección de facturación por defecto",module,Magento_Customer
"Sales Statistics","Estadísticas de Ventas",module,Magento_Customer
"Web Site","Sitio web",module,Magento_Customer
"Store","Tienda",module,Magento_Customer
"Store View","Vista de la tienda",module,Magento_Customer
"Lifetime Sales","Ventas acumuladas",module,Magento_Customer
"Average Sale","Venta promedio",module,Magento_Customer
"All Store Views","Todas las vistas de la tienda",module,Magento_Customer
"Change","Cambio",module,Magento_Customer
"Manage Addresses","Gestionar direcciones",module,Magento_Customer
"Default Shipping Address","Dirección de envío predeterminada",module,Magento_Customer
"Contact Information","Información del contacto",module,Magento_Customer
"Change Password","Cambiar la contraseña",module,Magento_Customer
"Newsletters","Boletines informativos",module,Magento_Customer
"You are subscribed to ""General Subscription"".","Estás suscrito a ""Suscripción general"".",module,Magento_Customer
"or","o",module,Magento_Customer
"Default Addresses","Direcciones (predeterminado)",module,Magento_Customer
"Change Billing Address","Cambiar la dirección de facturación",module,Magento_Customer
"You have no default billing address in your address book.","No tiene ninguna dirección de facturación por defecto en su libreta de direcciones.",module,Magento_Customer
"Change Shipping Address","Cambiar la dirección de envío",module,Magento_Customer
"You have no default shipping address in your address book.","No tiene ninguna dirección de envío por defecto en su libreta de direcciones.",module,Magento_Customer
"Additional Address Entries","Entradas adicionales de direcciones postales",module,Magento_Customer
"Delete Address","Borrar dirección",module,Magento_Customer
"You have no other address entries in your address book.","No tienes otras entradas de dirección en tu libreta de direcciones.",module,Magento_Customer
"* Required Fields","* Campos obligatorios",module,Magento_Customer
"Address","Dirección",module,Magento_Customer
"Street Address","Dirección",module,Magento_Customer
"Street Address %1","Dirección %1",module,Magento_Customer
"VAT Number","Número de IVA",module,Magento_Customer
"City","Ciudad",module,Magento_Customer
"State/Province","Estado/provincia",module,Magento_Customer
"Please select a region, state or province.","Por favor seleccione región, estado o provincia.",module,Magento_Customer
"Zip/Postal Code","Código Postal",module,Magento_Customer
"Country","País",module,Magento_Customer
"It's a default billing address.","Es una dirección de facturación predeterminada.",module,Magento_Customer
"Use as my default billing address","Utilice como mi dirección de facturación por defecto",module,Magento_Customer
"It's a default shipping address.","Es una dirección de envío predeterminada.",module,Magento_Customer
"Use as my default shipping address","Utilice como mi dirección de envío predeterminada",module,Magento_Customer
"Save Address","Guardar dirección",module,Magento_Customer
"Go back","Retroceder",module,Magento_Customer
"Please enter your email below and we will send you the confirmation link.","Introduce tu email debajo y te enviaremos el enlace de confirmación.",module,Magento_Customer
"Email","Correo electrónico",module,Magento_Customer
"Send confirmation link","Enviar enlace de confirmación",module,Magento_Customer
"Back to Sign In","Volver a iniciar sesión",module,Magento_Customer
"Change Email","Cambiar correo electrónico",module,Magento_Customer
"Change Email and Password","Cambiar Email y contraseña",module,Magento_Customer
"Current Password","Contraseña actual",module,Magento_Customer
"New Password","Nueva Contraseña",module,Magento_Customer
"Password Strength","Fuerza de la contraseña",module,Magento_Customer
"No Password","Sin contraseña",module,Magento_Customer
"Confirm New Password","Confirmar contraseña nueva",module,Magento_Customer
"Save","Guardar",module,Magento_Customer
"Please enter your email address below to receive a password reset link.","Por favor introduzca su dirección de correo electrónico para recibir un enlace de restablecimiento de contraseña.",module,Magento_Customer
"Reset My Password","Restablecer mi contraseña",module,Magento_Customer
"Registered Customers","Clientes registrados",module,Magento_Customer
"If you have an account, sign in with your email address.","Si tiene una cuenta, inicie sesión con su dirección de correo electrónico.",module,Magento_Customer
"Password","Contraseña",module,Magento_Customer
"Forgot Your Password?","¿Olvidó su contraseña?",module,Magento_Customer
"Subscription option","Opciones de suscripción",module,Magento_Customer
"General Subscription","Suscripción general",module,Magento_Customer
"Sign Up for Newsletter","Suscribirse al boletín",module,Magento_Customer
"Address Information","Información de dirección",module,Magento_Customer
"Sign-in Information","Información de inicio de sesión",module,Magento_Customer
"Confirm Password","Confirmar contraseña",module,Magento_Customer
"Create an Account","Crear una cuenta",module,Magento_Customer
"Set a New Password","Establecer nueva contraseña",module,Magento_Customer
"You have signed out and will go to our homepage in 5 seconds.","Usted ha cerrado la sesión y irá a su página de inicio en 5 segundos.",module,Magento_Customer
"New Customers","Nuevos clientes",module,Magento_Customer
"Creating an account has many benefits: check out faster, keep more than one address, track orders and more.","Crear una cuenta tiene muchos beneficios: Pago más rápido, guardar más de una dirección, seguimiento de pedidos y mucho más.",module,Magento_Customer
"Company","Empresa",module,Magento_Customer
"Fax","Fax",module,Magento_Customer
"Gender","Sexo",module,Magento_Customer
"Name","Nombre",module,Magento_Customer
"Tax/VAT number","Número de IVA/impuestos",module,Magento_Customer
"Phone Number","Número de teléfono",module,Magento_Customer
"Welcome to %store_name","Bienvenido a %store_name",module,Magento_Customer
"%name,","%name,",module,Magento_Customer
"Welcome to %store_name.","Bienvenido a %store_name.",module,Magento_Customer
"To sign in to our site, use these credentials during checkout or on the <a href=""%customer_url"">My Account</a> page:","Para iniciar sesión, utiliza estas credenciales durante el proceso de compra o en la página <a href=""%customer_url"">Mi cuenta</a>:",module,Magento_Customer
"Email:","Correo electrónico:",module,Magento_Customer
"Password:","Contraseña:",module,Magento_Customer
"Password you set when creating account","Contraseña que ingresaste al crear la cuenta",module,Magento_Customer
"Forgot your account password? Click <a href=""%reset_url"">here</a> to reset it.","¿Olvidó la contraseña de su cuenta? Haga clic <a href=""%reset_url""> aquí</a> para restablecerla.",module,Magento_Customer
"When you sign in to your account, you will be able to:","Cuando inicie sesión en su cuenta, podrá:",module,Magento_Customer
"Proceed through checkout faster","Procede a través del checkout más rápido",module,Magento_Customer
"Check the status of orders","Compruebe el estado de los pedidos",module,Magento_Customer
"View past orders","Ver órdenes anteriores",module,Magento_Customer
"Store alternative addresses (for shipping to multiple family members and friends)","Almacenar direcciones alternativas (para el envío a varios miembros de la familia y amigos)",module,Magento_Customer
"Please confirm your %store_name account","Por favor confirma tu cuenta de %store_name",module,Magento_Customer
"You must confirm your %customer_email email before you can sign in (link is only valid once):","Usted debe confirmar su correo electrónico %customer_email antes de firmarlo (el link sólo es válido una vez):",module,Magento_Customer
"Confirm Your Account","Confirmar tu cuenta",module,Magento_Customer
"Thank you for confirming your %store_name account.","Gracias por confirmar tu cuenta en %store_name.",module,Magento_Customer
"To sign in to our site and set a password, click on the <a href=""%create_password_url"">link</a>:","Para ingresar a nuestro sitio y establecer una contraseña, haga clic en el siguiente <a href=""%create_password_url""> enlace</a>:",module,Magento_Customer
"Your %store_name email has been changed","Ha cambiado su correo electrónico %store_name",module,Magento_Customer
"Hello,","Hola,",module,Magento_Customer
"We have received a request to change the following information associated with your account at %store_name: email.","Hemos recibido una solicitud para cambiar la siguiente información asociada a tu cuenta en %store_name: correo electrónico.",module,Magento_Customer
"If you have not authorized this action, please contact us immediately at <a href=""mailto:%store_email"">%store_email</a>","Si usted no ha autorizado esta acción, por favor contáctenos inmediatamente a <a href=""mailto:%store_email""> %store_email</a>",module,Magento_Customer
"or call us at <a href=""tel:%store_phone"">%store_phone</a>","o llámenos al <a href=""tel:%store_phone""> %store_phone</a>",module,Magento_Customer
"Thanks,<br>%store_name","Gracias,<br> %store_name",module,Magento_Customer
"Your %store_name email and password has been changed","Se ha cambiado su correo electrónico %store_name  y contraseña.",module,Magento_Customer
"We have received a request to change the following information associated with your account at %store_name: email, password.","Hemos recibido una solicitud para cambiar la siguiente información asociada a tu cuenta en %store_name: correo electrónico.",module,Magento_Customer
"Reset your %store_name password","Reestablece tu contraseña de %store_name",module,Magento_Customer
"There was recently a request to change the password for your account.","Recientemente hubo una solicitud para cambiar la contraseña de su cuenta.",module,Magento_Customer
"If you requested this change, set a new password here:","Si solicitó este cambio, establecer una nueva contraseña aquí:",module,Magento_Customer
"If you did not make this request, you can ignore this email and your password will remain the same.","Si no haces esta solicitud, puede pasar por alto este correo electrónico y su contraseña seguirá siendo la misma.",module,Magento_Customer
"Your %store_name password has been changed","Se ha cambiado su contraseña de  %store_name ",module,Magento_Customer
"We have received a request to change the following information associated with your account at %store_name: password.","Hemos recibido una solicitud para cambiar la siguiente información asociada a tu cuenta en %store_name: correo electrónico.",module,Magento_Customer
"Checkout as a new customer","Pagar como nuevo cliente",module,Magento_Customer
"Creating an account has many benefits:","Crear una cuenta tiene muchos beneficios:",module,Magento_Customer
"See order and shipping status","Ver estado de orden y envío",module,Magento_Customer
"Track order history","Rastrear Historial de Orden",module,Magento_Customer
"Check out faster","Comprar más rápidamente",module,Magento_Customer
"Checkout using your account","Pagar usando su cuenta",module,Magento_Customer
"Email Address","Dirección de email",module,Magento_Customer
"Are you sure you want to do this?","¿Está seguro de que quiere hacer esto?",module,Magento_Customer
"Are you sure you want to delete this address?","¿Realmente quiere borrar esta dirección?",module,Magento_Customer
"Weak","Débil",module,Magento_Customer
"Medium","Medio",module,Magento_Customer
"Strong","Fuerte",module,Magento_Customer
"Very Strong","Muy fuerte",module,Magento_Customer
"Guest checkout is disabled.","Pago de invitado está deshabilitado.",module,Magento_Customer
"All Customers","Todos los clientes",module,Magento_Customer
"Now Online","Ahora en línea",module,Magento_Customer
"Customers Section","Sección de clientes",module,Magento_Customer
"Customer Configuration","Configuración del cliente",module,Magento_Customer
"Account Sharing Options","Cuenta Opciones para compartir",module,Magento_Customer
"Share Customer Accounts","Compartir cuentas de cliente",module,Magento_Customer
"Create New Account Options","Crear nuevas opciones para una cuenta",module,Magento_Customer
"Enable Automatic Assignment to Customer Group","Habilitar la asignación automática al grupo de clientes",module,Magento_Customer
"Tax Calculation Based On","Cálculo tributario basado en",module,Magento_Customer
"Default Group","Grupo (predeterminado)",module,Magento_Customer
"Group for Valid VAT ID - Domestic","Grupo para ID del IVA válido - Doméstico",module,Magento_Customer
"Group for Valid VAT ID - Intra-Union","Grupo para ID del IVA válido - Intraunión",module,Magento_Customer
"Group for Invalid VAT ID","Grupo para ID del IVA no válido",module,Magento_Customer
"Validation Error Group","Error de validación al grupo",module,Magento_Customer
"Validate on Each Transaction","Validar en cada transacción",module,Magento_Customer
"Default Value for Disable Automatic Group Changes Based on VAT ID","Valor para Disable Automatic Group Changes Based on VAT ID (predeterminado)",module,Magento_Customer
"Show VAT Number on Storefront","Mostrar el número VAT en el Frontend",module,Magento_Customer
"To show VAT number on Storefront, set Show VAT Number on Storefront option to Yes.","Para mostrar número de IVA en tienda, establezca mostrar número de IVA en la opción de la tienda en sí.",module,Magento_Customer
"Default Email Domain","Dominio de correo electrónico (predeterminado)",module,Magento_Customer
"Default Welcome Email","Correo de bienvenida (predeterminado)",module,Magento_Customer
"Email template chosen based on theme fallback when ""Default"" option is selected.","Plantilla de correo electrónico elegido basado en suplencia de tema cuando está seleccionada la opción ""Predeterminado"".",module,Magento_Customer
"Default Welcome Email Without Password","Correo de bienvenida sin contraseña predeterminado",module,Magento_Customer
"This email will be sent instead of the Default Welcome Email, if a customer was created without password. <br /><br />,module,Magento_Customer
Email template chosen based on theme fallback when ""Default"" option is selected.","Este correo electrónico se enviará en lugar del Correo electrónico de bienvenida predeterminado, si se creó un cliente sin contraseña.<br /><br />,module,Magento_Customer
Plantilla de correo electrónico elegida en función de la devolución del tema cuando se selecciona la opción ""Predeterminado"".",module,Magento_Customer
"Email Sender","Remitente de correo electrónico",module,Magento_Customer
"Require Emails Confirmation","Solicitar confirmación por correo electrónico",module,Magento_Customer
"Confirmation Link Email","Enlace de confirmación para el correo electrónico",module,Magento_Customer
"Welcome Email","Mensaje de correo electrónico de bienvenida",module,Magento_Customer
"This email will be sent instead of the Default Welcome Email, after account confirmation. <br /><br />,module,Magento_Customer
Email template chosen based on theme fallback when ""Default"" option is selected.","Este correo electrónico se enviará en lugar del correo electrónico de bienvenida predeterminado, después de la confirmación de la cuenta.<br /><br />,module,Magento_Customer
Plantilla de correo electrónico elegida en función de la devolución del tema cuando se selecciona la opción ""Predeterminado"".",module,Magento_Customer
"Generate Human-Friendly Customer ID","Generar ID de cliente amigable",module,Magento_Customer
"Password Options","Opciones de contraseña",module,Magento_Customer
"Forgot Email Template","Plantilla para recordatorio de correo electrónico",module,Magento_Customer
"Remind Email Template","Plantilla para el correo electrónico de recordatorio",module,Magento_Customer
"Reset Password Template","Plantilla para restablecer contraseña",module,Magento_Customer
"Password Template Email Sender","Remitente de email para plantilla de Password",module,Magento_Customer
"Recovery Link Expiration Period (hours)","Período de expiración del enlace de recuperación (horas)",module,Magento_Customer
"Please enter a number 1 or greater in this field.","Por favor, introduzca número 1 o mayor en este campo.",module,Magento_Customer
"Number of Required Character Classes","Número de clases de caracteres requerido",module,Magento_Customer
"Number of different character classes required in password: Lowercase, Uppercase, Digits, Special Characters.","Número de clases de personajes diferentes en contraseña: minúsculas, mayúsculas, dígitos, caracteres especiales.",module,Magento_Customer
"Minimum Password Length","Longitud mínima de la contraseña",module,Magento_Customer
"Maximum Login Failures to Lockout Account","Cantidad de fallas máximas de inicio de sesión para bloquear cuenta",module,Magento_Customer
"Use 0 to disable account locking.","Utilice 0 para desactivar el bloqueo de cuenta.",module,Magento_Customer
"Lockout Time (minutes)","Tiempo de bloqueo (minutos)",module,Magento_Customer
"Enable Autocomplete on login/forgot password forms","Habilitar Autocompletar en formularios login/olvido de contraseña",module,Magento_Customer
"Account Information Options","Opciones de información de cuenta",module,Magento_Customer
"Change Email Template","Cambiar plantilla de correo electrónico",module,Magento_Customer
"Change Email and Password Template","Cambiar la plantilla de correo electrónico y contraseña",module,Magento_Customer
"Name and Address Options","Opciones de nombre y dirección",module,Magento_Customer
"Number of Lines in a Street Address","Cantidad de líneas de la dirección",module,Magento_Customer
"Valid range: 1-4","Rango válido 1-4",module,Magento_Customer
"Show Prefix","Mostrar prefijo",module,Magento_Customer
"The title that goes before name (Mr., Mrs., etc.)","El título que va antes del nombre (señor, señorita, etc.)",module,Magento_Customer
"Prefix Dropdown Options","Opciones para listas desplegables con prefijo",module,Magento_Customer
"Semicolon (;) separated values.<br/>Leave empty for open text field.","Punto y coma (;) para valores separados.<br/>Deje en blanco para campo de texto abierto.",module,Magento_Customer
"Show Middle Name (initial)","Mostrar segundo nombre (inicial)",module,Magento_Customer
"Always optional.","Siempre opcional",module,Magento_Customer
"Show Suffix","Mostrar sufijo",module,Magento_Customer
"The suffix that goes after name (Jr., Sr., etc.)","El sufijo que va después de nombre (padre, hijo, etc.)",module,Magento_Customer
"Suffix Dropdown Options","Opciones para listas desplegables con sufijo",module,Magento_Customer
"Show Date of Birth","Mostrar fecha de nacimiento",module,Magento_Customer
"Show Tax/VAT Number","Mostrar número de IVA/impuestos",module,Magento_Customer
"Show Gender","Mostrar Sexo",module,Magento_Customer
"Show Telephone","Mostrar teléfono",module,Magento_Customer
"Show Company","Mostrar empresa",module,Magento_Customer
"Show Fax","Mostrar Fax",module,Magento_Customer
"Login Options","Opciones para el acceso",module,Magento_Customer
"Redirect Customer to Account Dashboard after Logging in","Redirigir a los clientes al Panel de Control de la cuenta después de iniciar sesión",module,Magento_Customer
"Customer will stay on the current page if ""No"" is selected.","El cliente permanecerá en la página actual si se elige «No».",module,Magento_Customer
"Address Templates","Plantillas para direcciones",module,Magento_Customer
"Online Customers Options","Opciones para clientes conectados",module,Magento_Customer
"Online Minutes Interval","Intervalo de minutos con conexión",module,Magento_Customer
